所管,組織,項名,目名,元額_億円,フリードマン根拠,残存割合,残す額_億円,削減額_億円,措置,理由
総務省,総務本省,情報通信技術研究開発推進費,医療研究開発推進事業費補助金,2,①法秩序維持,30%,1,1,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信技術研究開発推進費,情報通信技術研究開発推進事業費補助金,39,①法秩序維持,30%,12,27,縮小,①行政管理の最小限のみ
総務省,総務本省,国立研究開発法人情報通信研究機構運営費,国立研究開発法人情報通信研究機構運営費交付金,301,①法秩序維持,30%,90,211,縮小,①行政管理の最小限のみ
総務省,総務本省,国立研究開発法人情報通信研究機構施設整備費,国立研究開発法人情報通信研究機構施設整備費補助金,3,①法秩序維持,30%,1,2,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信技術高度利活用推進費,情報通信技術研究開発調査費,7,①法秩序維持,30%,2,5,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信技術高度利活用推進費,情報通信利用促進支援事業費補助金,6,①法秩序維持,30%,2,4,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信技術利用環境整備費,情報通信技術研究開発調査費,10,①法秩序維持,30%,3,7,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信技術利用環境整備費,電気通信利用環境整備推進委託費,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信技術利用環境整備費,放送ネットワーク整備支援事業費補助金,9,①法秩序維持,30%,3,6,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信技術利用環境整備費,日本放送協会交付金,36,①法秩序維持,30%,11,25,縮小,①行政管理の最小限のみ
総務省,総務本省,電波利用料財源電波監視等実施費,職員基本給,1,⑧技術的独占対抗,80%,1,0,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,職員諸手当,1,⑧技術的独占対抗,80%,1,0,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,退職手当,3,⑧技術的独占対抗,80%,2,1,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,電波監視等業務旅費,1,⑧技術的独占対抗,80%,1,0,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,電波監視等業務庁費,165,⑧技術的独占対抗,80%,132,33,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,電波利用技術研究開発等業務庁費,89,⑧技術的独占対抗,80%,71,18,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,通信専用料,11,⑧技術的独占対抗,80%,9,2,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,電子計算機等借料,37,⑧技術的独占対抗,80%,30,7,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,土地建物借料,2,⑧技術的独占対抗,80%,2,0,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,電波利用技術研究開発等委託費,144,⑧技術的独占対抗,80%,115,29,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,施設整備費,50,⑧技術的独占対抗,80%,40,10,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,情報通信技術研究開発推進基金補助金,115,⑧技術的独占対抗,80%,92,23,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,無線システム普及支援事業費等補助金,65,⑧技術的独占対抗,80%,52,13,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,電波利用技術調査費補助金,3,⑧技術的独占対抗,80%,2,1,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,国家公務員共済組合負担金,4,⑧技術的独占対抗,80%,3,1,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,特定周波数対策交付金,4,⑧技術的独占対抗,80%,3,1,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,国際電気通信連合分担金,12,⑧技術的独占対抗,80%,10,2,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,政府開発援助アジア・太平洋電気通信共同体等拠出金,1,⑧技術的独占対抗,80%,1,0,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,電波利用料財源電波監視等実施費,国際電気通信連合等拠出金,1,⑧技術的独占対抗,80%,1,0,維持（縮小）,⑧電波割り当て・監視
総務省,総務本省,特定高周波数無線局開設価額競争落札金財源特定高周波数対策費,特定高周波数対策補助金,4,①法秩序維持,30%,1,3,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信国際戦略推進費,職員旅費,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信国際戦略推進費,情報通信国際戦略推進業務庁費,2,①法秩序維持,30%,1,1,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信国際戦略推進費,情報通信技術研究開発調査費,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信国際戦略推進費,政府開発援助国際電気通信連合等分担金,3,①法秩序維持,30%,1,2,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信国際戦略推進費,国際電気通信連合分担金,2,①法秩序維持,30%,1,1,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信国際戦略推進費,政府開発援助アジア・太平洋電気通信共同体等拠出金,2,①法秩序維持,30%,1,1,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信国際戦略推進費,国際電気通信連合等拠出金,4,①法秩序維持,30%,1,3,縮小,①行政管理の最小限のみ
総務省,総務本省,情報通信国際戦略推進費,経済協力開発機構拠出金,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,総務本省,郵政行政推進費,庁費,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,総務本省,郵政行政推進費,郵政行政推進調査費,2,①法秩序維持,30%,1,1,縮小,①行政管理の最小限のみ
総務省,総務本省,郵政行政推進費,政府開発援助万国郵便連合分担金,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,総務本省,郵政行政推進費,万国郵便連合等分担金,4,①法秩序維持,30%,1,3,縮小,①行政管理の最小限のみ
総務省,総務本省,郵政行政推進費,万国郵便連合拠出金,4,①法秩序維持,30%,1,3,縮小,①行政管理の最小限のみ
総務省,総務本省,一般戦災死没者追悼等事業費,平和祈念事業委託費,4,①法秩序維持,30%,1,3,縮小,①行政管理の最小限のみ
総務省,総務本省,一般戦災死没者追悼等事業費,旧日本赤十字社救護看護婦処遇費等補助金,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,総務本省,恩給費,職員基本給,2,⑤契約履行強制,100%,2,0,維持（時限的）,⑤政府との契約（旧軍人等）
総務省,総務本省,恩給費,職員諸手当,1,⑤契約履行強制,100%,1,0,維持（時限的）,⑤政府との契約（旧軍人等）
総務省,総務本省,恩給費,短時間勤務職員給与,1,⑤契約履行強制,100%,1,0,維持（時限的）,⑤政府との契約（旧軍人等）
総務省,総務本省,恩給費,国会議員互助年金,14,⑤契約履行強制,100%,14,0,維持（時限的）,⑤政府との契約（旧軍人等）
総務省,総務本省,恩給費,文官等恩給費,12,⑤契約履行強制,100%,12,0,維持（時限的）,⑤政府との契約（旧軍人等）
総務省,総務本省,恩給費,旧軍人遺族等恩給費,400,⑤契約履行強制,100%,400,0,維持（時限的）,⑤政府との契約（旧軍人等）
総務省,総務本省,統計調査費,統計調査費,118,①法秩序維持・⑨外部効果克服,60%,71,47,縮小,政府統計は公共財
総務省,総務本省,統計調査費,政府開発援助建物借料,1,①法秩序維持・⑨外部効果克服,60%,1,0,縮小,政府統計は公共財
総務省,総務本省,統計調査費,統計調査地方公共団体委託費,123,①法秩序維持・⑨外部効果克服,60%,74,49,縮小,政府統計は公共財
総務省,総務本省,統計調査費,統計調査業務地方公共団体委託費,1,①法秩序維持・⑨外部効果克服,60%,1,0,縮小,政府統計は公共財
総務省,総務本省,統計調査費,統計調査事務地方公共団体委託費,101,①法秩序維持・⑨外部効果克服,60%,61,40,縮小,政府統計は公共財
総務省,総務本省,統計調査費,政府開発援助国連アジア統計研修援助計画分担金,3,①法秩序維持・⑨外部効果克服,60%,2,1,縮小,政府統計は公共財
総務省,総務本省,独立行政法人統計センター運営費,独立行政法人統計センター運営費交付金,107,①法秩序維持・⑨外部効果克服,60%,64,43,縮小,政府統計は公共財
総務省,総務本省,政党助成費,政党交付金,315,該当なし,0%,0,315,廃止,政党への公費助成廃止
総務省,総務本省,国有提供施設等所在市町村助成交付金,国有提供施設等所在市町村助成交付金,307,①法秩序維持,30%,92,215,縮小,①行政管理の最小限のみ
総務省,総務本省,施設等所在市町村調整交付金,施設等所在市町村調整交付金,78,①法秩序維持,30%,23,55,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,管区行政評価局共通費,職員基本給,33,①法秩序維持,30%,10,23,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,管区行政評価局共通費,職員諸手当,19,①法秩序維持,30%,6,13,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,管区行政評価局共通費,超過勤務手当,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,管区行政評価局共通費,非常勤職員手当,3,①法秩序維持,30%,1,2,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,管区行政評価局共通費,短時間勤務職員給与,5,①法秩序維持,30%,2,3,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,管区行政評価局共通費,庁費,6,①法秩序維持,30%,2,4,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,行政評価等実施費,非常勤職員手当,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,行政評価等実施費,職員旅費,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,行政評価等実施費,情報処理業務庁費,1,①法秩序維持,30%,0,1,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,行政評価等実施費,行政評価等業務庁費,2,①法秩序維持,30%,1,1,縮小,①行政管理の最小限のみ
総務省,管区行政評価局,行政評価等実施費,行政相談委員実費弁償金,3,①法秩序維持,30%,1,2,縮小,①行政管理の最小限のみ
総務省,総合通信局,総合通信局共通費,職員基本給,41,①法秩序維持,30%,12,29,縮小,①行政管理の最小限のみ
総務省,総合通信局,総合通信局共通費,職員諸手当,21,①法秩序維持,30%,6,15,縮小,①行政管理の最小限のみ
総務省,総合通信局,総合通信局共通費,超過勤務手当,3,①法秩序維持,30%,1,2,縮小,①行政管理の最小限のみ
