特別会計,勘定,款名,目名,元額_億円,除外,フリードマン根拠,残存割合,残す額_億円,措置,理由
東日本大震災復興,,環境保全復興政策費,放射性物質除去土壌等管理調査費,24,False,[9],0.8,19,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質測定費,3,False,[9],0.8,2,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質汚染廃棄物処理業務委託費,6,False,[9],0.8,4,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質汚染廃棄物処理業務地方公共団体委託費,2,False,[9],0.8,1,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質測定調査委託費,9,False,[9],0.8,7,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射線対策委託費,2,False,[9],0.8,1,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射線影響等研究開発等推進事業費補助金,4,False,[9],0.8,3,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質汚染廃棄物処理事業費補助金,55,False,[9],0.8,44,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射線量低減対策特別緊急事業費補助金,43,False,[9],0.8,34,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質除去土壌処分推進事業費補助金,1,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,原子力災害影響調査等交付金,4,False,[9],0.8,3,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,国際原子力機関拠出金,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,賠償償還及払戻金,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質汚染廃棄物処理業務補償金,1,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,特定復興拠点整備業務補償金,1,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,特定帰還居住区域整備業務補償金,2,False,[9],0.8,1,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射線量低減処理業務補償金,7,False,[9],0.8,5,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興事業費,施設施工旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興事業費,施設施工庁費,3,False,[9],0.8,2,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興事業費,放射性物質除去土壌等管理施設施工庁費,19,False,[9],0.8,15,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興事業費,放射性物質除去土壌等管理事業委託費,94,False,[9],0.8,75,縮小,⑨同上
東日本大震災復興,,環境保全復興事業費,施設整備費,79,False,[9],0.8,63,縮小,⑨同上
東日本大震災復興,,環境保全復興事業費,放射性物質除去土壌等管理施設整備費,849,False,[9],0.8,679,縮小,⑨廃炉・除染。外部効果対応
東日本大震災復興,,環境保全復興事業費,不動産購入費,13,False,[9],0.8,10,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興事業費,放射性物質除去土壌等管理施設不動産購入費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興事業費,放射性物質除去土壌等管理施設立地補償金,2,False,[9],0.8,1,縮小,⑨廃炉・除染
東日本大震災復興,,東日本大震災復興事業費,農業水利施設放射性物質対策事業費,0,False,[9],0.5,0,半減,⑨復興事業
東日本大震災復興,,東日本大震災復興事業費,森林環境保全整備事業費,17,False,[9],0.5,8,半減,⑨復興事業
東日本大震災復興,,東日本大震災復興事業費,農業生産基盤整備事業調査費,1,False,[9],0.5,0,半減,⑨復興事業
東日本大震災復興,,東日本大震災復興事業費,治山事業費補助,0,False,[9],0.5,0,半減,⑨復興事業
東日本大震災復興,,東日本大震災復興事業費,災害公営住宅家賃対策補助,208,False,[10],0.6,124,縮小,⑩住民保護
東日本大震災復興,,東日本大震災復興事業費,災害公営住宅特別家賃低減対策費補助,1,False,[9],0.5,0,半減,⑨復興事業
東日本大震災復興,,東日本大震災復興事業費,森林環境保全整備事業費補助,18,False,[9],0.5,9,半減,⑨復興事業
東日本大震災復興,,東日本大震災復興事業費,水源林造成事業費補助,0,False,[9],0.5,0,半減,⑨復興事業
東日本大震災復興,,東日本大震災復興事業費,農業生産基盤整備事業調査費補助,1,False,[9],0.5,0,半減,⑨復興事業
東日本大震災復興,,東日本大震災復興事業費,社会資本整備総合交付金,13,False,[9],0.5,6,半減,⑨復興事業
東日本大震災復興,,東日本大震災災害復旧等事業費,農業用施設災害復旧事業費補助,0,False,[9],0.7,0,縮小,⑨災害復旧
東日本大震災復興,,東日本大震災災害復旧等事業費,農地災害復旧事業費補助,3,False,[9],0.7,2,縮小,⑨災害復旧
東日本大震災復興,,東日本大震災災害復旧等事業費,海岸保全施設等災害復旧事業費補助,2,False,[9],0.7,1,縮小,⑨災害復旧
東日本大震災復興,,東日本大震災災害復旧等事業費,河川等災害復旧事業費補助,115,False,[9],0.8,92,縮小,⑨治水・外部効果
東日本大震災復興,,地方交付税交付金,交付税及び譲与税配付金特別会計へ繰入,455,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
東日本大震災復興,,復興債費,諸謝金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,復興債費,褒賞品費,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,復興債費,職員旅費,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,復興債費,委員等旅費,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,復興債費,復興債業務庁費,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,復興債費,賠償償還及払戻金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,復興債費,復興債償還財源等国債整理基金特別会計へ繰入,585,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
東日本大震災復興,,復興加速化・福島再生予備費,(復興加速化・福島再生予備費),800,False,[9],0.6,480,縮小,⑨復興予備費縮小
