所管,項名,目名,元額_億円,分類,残存率,残す額_億円,理由
法務省,矯正官署共通費,短時間勤務職員給与,16,①,100%,16,矯正官署共通費に係る短時間勤務職員給与。刑事施設における受刑者収容・更生指導（法執行①）の補助的・時限的業務を担う非常勤・短時間職員への給与（人件費按分：同項非人件費残存率100%）
法務省,矯正官署共通費,児童手当,27,①,100%,27,矯正官署共通費に係る児童手当。刑事施設における受刑者収容・更生指導（法執行①）の執行職員に対する法律に基づく児童手当給付（人件費按分：同項非人件費残存率100%）
法務省,矯正官署共通費,職員旅費,2,①,100%,2,矯正官署共通費に係る職員旅費。刑事施設における受刑者収容・更生指導（法執行①）に伴う現地視察・監督・会議出張費
法務省,矯正官署共通費,赴任旅費,4,①,100%,4,矯正官署共通費に係る赴任旅費。刑事施設における受刑者収容・更生指導（法執行①）に伴う現地視察・監督・会議出張費
法務省,矯正官署共通費,庁費,25,①,100%,25,矯正官署共通費に係る庁費。刑事施設における受刑者収容・更生指導（法執行①）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
法務省,矯正管理業務費,職員旅費,2,①,100%,2,矯正管理業務費に係る職員旅費。刑事施設の管理業務（法執行①の組織管理）に伴う現地視察・監督・会議出張費
法務省,矯正管理業務費,赴任旅費,3,①,100%,3,矯正管理業務費に係る赴任旅費。刑事施設の管理業務（法執行①の組織管理）に伴う現地視察・監督・会議出張費
法務省,矯正管理業務費,矯正管理業務庁費,50,①,100%,50,矯正管理業務費に係る矯正管理業務庁費。刑事施設の管理業務（法執行①の組織管理）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
法務省,矯正管理業務費,看守等被服費,8,①,100%,8,矯正管理業務費に係る看守等被服費。刑事施設の管理業務（法執行①の組織管理）の遂行に伴う経費
法務省,矯正収容費,諸謝金,9,①,100%,9,矯正収容費に係る諸謝金。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）の遂行に伴う経費
法務省,矯正収容費,被収容者作業報奨金,13,①,100%,13,矯正収容費に係る被収容者作業報奨金。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）の遂行に伴う経費
法務省,矯正収容費,収容業務旅費,4,①,100%,4,矯正収容費に係る収容業務旅費。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）に伴う現地視察・監督・会議出張費
法務省,矯正収容費,作業業務旅費,1,①,100%,1,矯正収容費に係る作業業務旅費。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）に伴う現地視察・監督・会議出張費
法務省,矯正収容費,護送旅費,4,①,100%,4,矯正収容費に係る護送旅費。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）に伴う現地視察・監督・会議出張費
法務省,矯正収容費,被収容者旅費,1,①,100%,1,矯正収容費に係る被収容者旅費。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）に伴う現地視察・監督・会議出張費
法務省,矯正収容費,収容諸費,251,①,100%,251,矯正収容費に係る収容諸費。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）の遂行に伴う経費
法務省,矯正収容費,作業諸費,26,①,100%,26,矯正収容費に係る作業諸費。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）の遂行に伴う経費
法務省,矯正収容費,被収容者被服費,4,①,100%,4,矯正収容費に係る被収容者被服費。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）の遂行に伴う経費
法務省,矯正収容費,被収容者食糧費,116,①,100%,116,矯正収容費に係る被収容者食糧費。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）の遂行に伴う経費
法務省,矯正収容費,原材料費,2,①,100%,2,矯正収容費に係る原材料費。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）の遂行に伴う経費
法務省,矯正収容費,都道府県警察実費弁償金,54,①,100%,54,矯正収容費に係る都道府県警察実費弁償金。受刑者の収容・処遇（法執行①に基づく身柄拘束と更生）の遂行に伴う経費
法務省,矯正施設民間開放推進費,矯正管理業務庁費,22,①,100%,22,矯正施設民間開放推進費に係る矯正管理業務庁費。刑事施設の民間委託推進（法執行①の効率化）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
法務省,矯正施設民間開放推進費,公共施設等維持管理運営費,124,①,100%,124,矯正施設民間開放推進費に係る公共施設等維持管理運営費。刑事施設の民間委託推進（法執行①の効率化）のために整備した施設の継続的維持・運営コスト
法務省,更生保護官署共通費,職員基本給,89,①,100%,89,更生保護官署共通費に係る職員基本給。保護観察・仮釈放管理（刑事法執行①の後段プロセス）であり、その執行職員の人件費は政府が直接担う業務コストとして同一の正当性をもつ（人件費按分：同項非人件費残存率100%）
法務省,更生保護官署共通費,職員諸手当,49,①,100%,49,更生保護官署共通費に係る職員諸手当（扶養・通勤・地域等）。保護観察・仮釈放管理（刑事法執行①の後段プロセス）の執行人件費の一部として基本給と同様に正当化される（人件費按分：同項非人件費残存率100%）
法務省,更生保護官署共通費,超過勤務手当,4,①,100%,4,更生保護官署共通費に係る超過勤務手当。保護観察・仮釈放管理（刑事法執行①の後段プロセス）の繁忙期・緊急時対応における時間外労働コスト（人件費按分：同項非人件費残存率100%）
法務省,更生保護官署共通費,短時間勤務職員給与,4,①,100%,4,更生保護官署共通費に係る短時間勤務職員給与。保護観察・仮釈放管理（刑事法執行①の後段プロセス）の補助的・時限的業務を担う非常勤・短時間職員への給与（人件費按分：同項非人件費残存率100%）
法務省,更生保護官署共通費,児童手当,1,①,100%,1,更生保護官署共通費に係る児童手当。保護観察・仮釈放管理（刑事法執行①の後段プロセス）の執行職員に対する法律に基づく児童手当給付（人件費按分：同項非人件費残存率100%）
法務省,更生保護官署共通費,赴任旅費,1,①,100%,1,更生保護官署共通費に係る赴任旅費。保護観察・仮釈放管理（刑事法執行①の後段プロセス）に伴う現地視察・監督・会議出張費
法務省,更生保護官署共通費,庁費,9,①,100%,9,更生保護官署共通費に係る庁費。保護観察・仮釈放管理（刑事法執行①の後段プロセス）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
